29	115	2	20
30	116	2	0
31	1760	3	0
32	1761	3	0
33	1762	3	0
34	1763	3	0
35	1764	3	0
36	1765	3	0
37	1766	3	0
38	1767	3	0
39	1768	3	0
40	1769	3	0
41	1770	3	0
42	1771	3	0
43	1772	3	0
44	1773	3	0
45	1774	3	0
46	1775	3	0
47	1776	3	0
48	1777	3	0
49	1778	3	0
50	1779	3	0
51	1780	3	0
52	1781	3	0
53	1782	3	0
54	1783	3	0
55	1784	3	0
56	1785	3	0
57	1786	3	0
58	1787	3	0
59	1788	3	0
60	1789	3	0
61	1790	3	0
62	1791	3	0
63	1792	3	0
64	1794	3	0
65	1795	3	0
66	1796	3	0
67	1797	3	0
68	1798	3	0
69	1799	3	0
70	1800	3	0
71	1801	3	0
72	1802	3	0
73	1803	3	0
74	1804	3	0
75	1805	3	0
76	1806	3	0
77	1807	3	0
78	1808	3	0
79	1809	3	0
80	1810	3	0
81	1811	3	0
82	1812	3	0
83	1813	3	0
84	1814	3	0
85	1815	3	0
86	1816	3	0
87	1817	3	0
88	1818	3	0
89	1793	3	0
90	1819	4	8
91	1820	4	9
92	1821	4	9
93	1822	4	9
94	1823	4	8
95	1824	4	9
96	1825	4	10
97	1826	4	8
98	1827	4	0
99	1828	4	9
100	1829	4	6
101	1830	4	9
102	1831	4	0
103	1832	4	8
104	1833	4	8
105	1834	4	0
106	1835	4	9
107	1836	4	8
108	1837	4	10
109	1838	4	5
110	1839	4	8
111	1840	4	9
112	1841	4	8
113	1842	4	0
114	1843	4	0
115	1844	4	0
116	1845	4	0
117	1846	4	6
118	1847	4	8
119	1848	4	9
120	1849	4	9
121	1850	4	3
122	1851	4	0
123	1852	4	8
124	1853	4	8
125	1854	4	8
126	1855	4	8
127	1856	4	0
128	1857	4	8
129	1858	4	0
130	1859	4	5
131	1860	4	5
132	1861	4	0
133	1862	4	0
332	2106	7	0
333	2106	10	0
334	2106	6	0
335	2106	8	0
336	2106	9	0
337	2061	7	8
338	2061	10	6
339	2061	6	8
340	2061	8	0
341	2061	9	0
342	2062	7	0
343	2062	10	0
344	2062	6	0
345	2062	8	0
346	2062	9	0
347	2063	7	0
348	2063	10	0
349	2063	6	0
350	2063	8	0
351	2063	9	0
352	2064	7	0
353	2064	10	0
354	2064	6	0
355	2064	8	0
356	2064	9	0
357	2065	7	0
358	2065	10	0
359	2065	6	0
360	2065	8	0
361	2065	9	0
362	2066	7	0
363	2066	10	0
364	2066	6	0
365	2066	8	0
366	2066	9	0
367	2067	7	0
368	2067	10	0
369	2067	6	0
370	2067	8	0
371	2067	9	0
372	2068	7	0
373	2068	10	0
374	2068	6	0
375	2068	8	0
376	2068	9	0
377	2069	7	0
378	2069	10	0
379	2069	6	0
380	2069	8	0
381	2069	9	0
382	2070	7	0
383	2070	10	0
384	2070	6	0
385	2070	8	0
386	2070	9	0
387	2071	7	0
388	2071	10	0
389	2071	6	0
390	2071	8	0
391	2071	9	0
392	2072	7	0
393	2072	10	0
394	2072	6	0
395	2072	8	0
396	2072	9	0
397	2073	7	0
398	2073	10	0
399	2073	6	0
400	2073	8	0
401	2073	9	0
402	2074	7	0
403	2074	10	0
404	2074	6	0
405	2074	8	0
406	2074	9	0
407	2075	7	0
408	2075	10	0
409	2075	6	0
410	2075	8	0
411	2075	9	0
412	2076	7	0
413	2076	10	0
414	2076	6	0
415	2076	8	0
416	2076	9	0
417	2077	7	0
418	2077	10	0
419	2077	6	0
420	2077	8	0
421	2077	9	0
422	2078	7	0
423	2078	10	0
424	2078	6	0
425	2078	8	0
426	2078	9	0
427	2079	7	0
428	2079	10	0
429	2079	6	0
