57	5	115	20
58	5	116	0
59	8	118	0
60	6	118	0
61	7	118	0
62	8	119	2
63	6	119	2
64	7	119	2
65	8	120	0
66	6	120	0
67	7	120	0
68	8	121	0
69	6	121	0
70	7	121	0
71	8	122	2
72	6	122	2
73	7	122	2
74	8	123	0
75	6	123	0
76	7	123	0
77	8	124	0
78	6	124	0
79	7	124	0
80	8	125	2
81	6	125	2
82	7	125	0
83	8	126	2
84	6	126	2
85	7	126	0
86	8	127	0
87	6	127	0
88	7	127	0
89	8	128	2
90	6	128	2
91	7	128	2
92	8	129	0
93	6	129	0
94	7	129	0
95	8	130	0
96	6	130	0
97	7	130	0
98	8	131	0
99	6	131	0
100	7	131	0
101	8	132	0
102	6	132	0
103	7	132	0
104	8	133	0
105	6	133	0
106	7	133	0
107	8	134	2
108	6	134	2
109	7	134	2
110	8	135	0
111	6	135	0
112	7	135	0
113	8	136	0
114	6	136	0
115	7	136	0
116	8	137	0
117	6	137	0
118	7	137	0
119	8	138	2
120	6	138	2
121	7	138	2
122	8	139	2
123	6	139	2
124	7	139	2
125	8	140	2
126	6	140	2
127	7	140	2
128	8	141	2
129	6	141	2
130	7	141	2
131	8	142	0
132	6	142	0
133	7	142	0
134	8	143	0
135	6	143	0
136	7	143	0
137	8	144	0
138	6	144	0
139	7	144	0
140	8	145	2
141	6	145	2
142	7	145	2
143	8	146	0
144	6	146	0
145	7	146	0
146	8	147	2
147	6	147	2
148	7	147	2
149	8	148	2
150	6	148	0
151	7	148	0
152	8	149	2
153	6	149	2
154	7	149	2
155	8	150	0
156	6	150	0
157	7	150	0
158	8	151	0
159	6	151	0
160	7	151	0
161	8	152	0
162	6	152	0
163	7	152	0
164	8	153	2
165	6	153	0
166	7	153	0
167	8	154	2
168	6	154	2
169	7	154	2
170	8	155	0
171	6	155	0
172	7	155	0
173	8	156	0
174	6	156	0
175	7	156	0
176	8	157	0
177	6	157	0
178	7	157	0
179	8	158	0
180	6	158	0
181	7	158	0
182	8	159	0
183	6	159	0
184	7	159	0
185	8	160	2
186	6	160	0
187	7	160	2
188	8	161	0
189	6	161	0
190	7	161	0
191	8	162	0
192	6	162	0
193	7	162	0
194	8	163	2
195	6	163	2
196	7	163	2
197	8	164	0
198	6	164	0
199	7	164	0
200	8	165	2
201	6	165	0
202	7	165	2
203	8	166	0
204	6	166	0
205	7	166	0
206	8	167	0
207	6	167	0
208	7	167	0
209	8	168	0
210	6	168	0
211	7	168	0
212	8	169	0
213	6	169	0
214	7	169	0
215	8	170	2
216	6	170	0
217	7	170	2
218	8	171	0
219	6	171	0
220	7	171	0
221	8	172	2
222	6	172	2
223	7	172	2
224	8	173	0
225	6	173	2
226	7	173	2
227	8	174	2
228	6	174	2
229	7	174	2
230	8	175	0
231	6	175	0
232	7	175	0
233	8	176	0
234	6	176	0
235	7	176	0
236	8	177	0
237	6	177	0
238	7	177	0
239	8	178	0
240	6	178	2
241	7	178	2
242	8	179	0
243	6	179	0
244	7	179	0
245	8	180	0
246	6	180	0
247	7	180	0
248	8	181	2
249	6	181	2
250	7	181	2
251	8	182	2
252	6	182	2
253	7	182	2
254	8	183	2
255	6	183	0
256	7	183	2
257	8	184	0
258	6	184	0
259	7	184	0
260	8	185	0
261	6	185	0
262	7	185	0
263	9	186	5
264	9	187	0
265	9	188	0
266	9	189	0
267	9	190	0
268	9	191	5
269	9	192	0
270	9	193	5
271	9	194	0
272	9	195	0
273	9	196	0
274	9	197	0
275	9	198	0
276	9	199	0
277	9	200	0
278	9	201	0
279	9	202	0
280	9	203	0
281	9	204	0
282	9	205	0
283	9	206	0
284	9	207	5
285	9	208	0
286	9	209	5
287	9	210	0
288	9	211	0
289	9	212	0
290	9	213	5
291	9	214	0
292	9	215	5
293	9	216	5
294	9	217	0
295	9	218	0
296	9	219	0
297	9	220	0
298	9	221	5
299	9	222	0
300	9	223	5
301	9	224	0
302	9	225	0
303	9	226	0
304	9	227	0
305	9	228	0
306	9	229	0
307	9	230	0
308	9	231	0
309	9	232	0
310	9	233	0
311	9	234	0
312	9	235	0
313	9	236	5
314	9	237	0
315	9	238	0
316	9	239	5
317	9	240	5
318	9	241	0
319	9	242	0
320	9	243	0
321	9	244	0
322	9	245	0
323	9	246	5
324	9	247	0
325	9	248	0
326	9	249	0
327	9	250	0
328	9	251	0
329	9	252	0
330	9	253	0
331	14	254	2
332	11	254	2
333	17	254	2
334	12	254	2
335	10	254	0
336	15	254	2
337	13	254	2
338	16	254	2
339	14	255	0
340	11	255	0
341	17	255	0
342	12	255	0
343	10	255	0
344	15	255	0
345	13	255	0
346	16	255	0
347	14	256	0
348	11	256	0
349	17	256	0
350	12	256	0
351	10	256	0
352	15	256	0
353	13	256	0
354	16	256	0
355	14	257	0
356	11	257	0
357	17	257	0
358	12	257	0
359	10	257	0
360	15	257	0
361	13	257	0
362	16	257	0
363	14	258	2
364	11	258	2
365	17	258	2
366	12	258	2
367	10	258	0
368	15	258	2
369	13	258	2
370	16	258	2
371	14	259	0
372	11	259	0
373	17	259	0
374	12	259	0
375	10	259	0
376	15	259	0
377	13	259	0
378	16	259	0
379	14	260	0
380	11	260	0
381	17	260	0
382	12	260	0
383	10	260	0
384	15	260	0
385	13	260	0
386	16	260	0
387	14	261	2
388	11	261	2
389	17	261	0
390	12	261	2
391	10	261	2
392	15	261	2
393	13	261	2
394	16	261	2
395	14	262	2
396	11	262	2
397	17	262	2
398	12	262	2
399	10	262	0
400	15	262	2
401	13	262	2
402	16	262	2
403	14	263	0
404	11	263	0
405	17	263	0
406	12	263	0
407	10	263	0
408	15	263	0
409	13	263	0
410	16	263	0
411	14	264	2
412	11	264	2
413	17	264	2
414	12	264	2
415	10	264	2
416	15	264	2
417	13	264	2
418	16	264	2
419	14	265	0
420	11	265	0
421	17	265	0
422	12	265	0
423	10	265	0
424	15	265	0
425	13	265	0
426	16	265	0
427	14	266	0
428	11	266	0
429	17	266	0
430	12	266	0
431	10	266	0
432	15	266	0
433	13	266	0
434	16	266	0
435	14	267	0
436	11	267	0
437	17	267	0
438	12	267	0
439	10	267	0
440	15	267	0
441	13	267	0
442	16	267	0
443	14	268	0
444	11	268	0
445	17	268	0
446	12	268	0
447	10	268	0
448	15	268	0
449	13	268	0
450	16	268	0
451	14	269	0
452	11	269	0
453	17	269	0
454	12	269	0
455	10	269	0
456	15	269	0
457	13	269	0
458	16	269	0
459	14	270	2
460	11	270	2
461	17	270	2
462	12	270	2
463	10	270	2
464	15	270	2
465	13	270	0
466	16	270	2
467	14	271	0
468	11	271	0
469	17	271	0
470	12	271	0
471	10	271	0
472	15	271	0
473	13	271	0
474	16	271	0
